journey_date,cls,QUOTA_CODE,PSGN,dayofweek,month,is_weekend,cls_enc,quota_enc,lag1,lag2,lag3,lag7,lag14,lag30,rolling_7_mean,rolling_7_std
2024-05-05,3A,HP,2,6,5,1,2,5,4.0,6.0,2.0,2.0,1.0,2.0,132.57142857142858,224.04230042773904
2024-05-05,2A,TQ,51,6,5,1,1,11,37.0,34.0,37.0,47.0,51.0,32.0,130.0,225.18140835039551
2024-05-06,SL,TQ,147,0,5,0,3,11,162.0,141.0,150.0,152.0,157.0,149.0,126.71428571428572,224.41161161707376
2024-05-06,3A,PT,39,0,5,0,2,9,37.0,48.0,24.0,25.0,43.0,26.0,129.85714285714286,222.7340930133443
2024-05-06,SL,PT,72,0,5,0,3,9,72.0,72.0,72.0,72.0,72.0,71.0,133.28571428571428,221.4450377902058
2024-05-06,SL,OS,2,0,5,0,3,7,2.0,2.0,6.0,4.0,2.0,2.0,133.42857142857142,221.34577561126684
2024-05-06,SL,LD,8,0,5,0,3,6,2.0,8.0,7.0,12.0,4.0,6.0,45.142857142857146,57.62646548080729
2024-05-06,SL,HP,4,0,5,0,3,5,5.0,2.0,4.0,4.0,4.0,9.0,45.285714285714285,57.50859149065681
2024-05-06,SL,GN,1058,0,5,0,3,3,1037.0,1002.0,1070.0,1065.0,1113.0,1052.0,188.1428571428572,378.6851940470831
2024-05-06,3A,TQ,131,0,5,0,2,11,148.0,136.0,140.0,126.0,134.0,140.0,186.1428571428572,378.8831959726863
2024-05-06,3A,SS,51,0,5,0,2,10,50.0,53.0,55.0,51.0,52.0,52.0,188.0,378.0612825103017
2024-05-06,3A,OS,2,0,5,0,2,7,4.0,2.0,2.0,4.0,2.0,2.0,178.28571428571428,382.387549608037
2024-05-06,SL,SS,68,0,5,0,3,10,86.0,85.0,91.0,78.0,90.0,83.0,190.28571428571428,377.2164340206281
2024-05-06,3A,HP,2,0,5,0,2,5,2.0,4.0,6.0,6.0,4.0,1.0,190.28571428571428,377.2164340206281
2024-05-06,1A,GN,47,0,5,0,0,3,29.0,55.0,51.0,36.0,41.0,53.0,193.7142857142857,375.3561483381335
2024-05-06,2A,GN,156,0,5,0,1,3,207.0,185.0,187.0,162.0,168.0,185.0,54.285714285714285,74.14111384316985
2024-05-06,2A,OS,1,0,5,0,1,7,2.0,2.0,2.0,1.0,1.0,2.0,47.42857142857143,76.77642247213772
2024-05-06,3A,LD,1,0,5,0,2,6,1.0,1.0,1.0,2.0,3.0,3.0,47.0,77.0670703565048
2024-05-06,2A,SS,21,0,5,0,1,10,25.0,35.0,30.0,30.0,32.0,27.0,38.285714285714285,75.35187298206934
2024-05-06,2A,TQ,42,0,5,0,1,11,51.0,37.0,34.0,31.0,48.0,50.0,45.285714285714285,73.6765776569408
2024-05-06,3A,GN,548,0,5,0,2,3,628.0,620.0,608.0,600.0,620.0,595.0,130.85714285714286,231.15754264961905
2024-05-06,2A,PT,9,0,5,0,1,9,9.0,15.0,7.0,7.0,6.0,4.0,131.85714285714286,230.52145856111483
2024-05-07,3A,SS,45,1,5,0,2,10,51.0,50.0,53.0,63.0,64.0,66.0,109.57142857142856,229.58502937754173
2024-05-07,SL,SS,69,1,5,0,3,10,68.0,86.0,85.0,99.0,74.0,76.0,119.0,225.75429121060128
2024-05-07,SL,PT,72,1,5,0,3,9,72.0,72.0,72.0,72.0,72.0,72.0,129.14285714285714,221.1164312991622
2024-05-07,SL,LD,8,1,5,0,3,6,8.0,2.0,8.0,6.0,3.0,5.0,126.71428571428572,222.5396700858202
2024-05-07,SL,HP,3,1,5,0,3,5,4.0,5.0,2.0,3.0,5.0,3.0,120.0,225.88861561988384
2024-05-07,SL,GN,1032,1,5,0,3,3,1058.0,1037.0,1002.0,1178.0,1162.0,1102.0,181.42857142857144,387.625187151566
2024-05-07,SL,FT,1,1,5,0,3,2,1.0,3.0,1.0,2.0,5.0,2.0,180.28571428571428,388.2296203218386
2024-05-07,3A,TQ,129,1,5,0,2,11,131.0,148.0,136.0,141.0,131.0,154.0,191.7142857142857,384.95312021323525
2024-05-07,SL,TQ,135,1,5,0,3,11,147.0,162.0,141.0,150.0,149.0,166.0,203.0,381.86734171262594
2024-05-07,3A,OS,2,1,5,0,2,7,2.0,4.0,2.0,2.0,2.0,1.0,193.0,386.75487499621016
2024-05-07,3A,HP,2,1,5,0,2,5,2.0,2.0,4.0,2.0,3.0,4.0,192.1428571428572,387.2395591755535
2024-05-07,3A,GN,639,1,5,0,2,3,548.0,628.0,620.0,611.0,603.0,632.0,269.85714285714283,397.6361102697752
2024-05-07,3A,FT,1,1,5,0,2,2,2.0,1.0,1.0,1.0,2.0,2.0,119.0,199.98333263883345
2024-05-07,2A,TQ,41,1,5,0,1,11,42.0,51.0,37.0,43.0,43.0,50.0,124.85714285714286,196.5217787518993
2024-05-07,2A,SS,24,1,5,0,1,10,21.0,25.0,35.0,27.0,36.0,30.0,109.14285714285714,200.3101167119221
2024-05-07,2A,PT,9,1,5,0,1,9,9.0,9.0,15.0,5.0,10.0,8.0,89.42857142857143,202.73945278185684
2024-05-07,2A,GN,193,1,5,0,1,3,156.0,207.0,185.0,204.0,228.0,178.0,111.42857142857144,200.00821411703748
2024-05-07,1A,GN,39,1,5,0,0,3,47.0,29.0,55.0,46.0,47.0,48.0,117.85714285714286,196.598939104828
2024-05-07,3A,PT,40,1,5,0,2,9,39.0,37.0,48.0,26.0,38.0,27.0,45.142857142857146,51.78619047401234
2024-05-08,SL,GN,1029,2,5,0,3,3,1032.0,1058.0,1037.0,1005.0,1036.0,1079.0,192.28571428571428,373.3986762544456
2024-05-08,SL,HP,8,2,5,0,3,5,3.0,4.0,5.0,5.0,5.0,3.0,186.7142857142857,376.2945275028223
2024-05-08,SL,LD,12,2,5,0,3,6,8.0,8.0,2.0,10.0,13.0,6.0,184.8571428571429,377.27948463150017
2024-05-08,3A,TQ,145,2,5,0,2,11,129.0,131.0,148.0,149.0,132.0,126.0,202.0,370.6246978638465
2024-05-08,SL,SS,106,2,5,0,3,10,69.0,68.0,86.0,89.0,100.0,91.0,189.57142857142856,373.868897316898
2024-05-08,SL,TQ,149,2,5,0,3,11,135.0,147.0,162.0,160.0,151.0,164.0,202.1428571428572,369.7325288058162
2024-05-08,SL,PT,72,2,5,0,3,9,72.0,72.0,72.0,72.0,72.0,60.0,206.8571428571429,367.5093779172767
2024-05-08,3A,SS,59,2,5,0,2,10,45.0,51.0,50.0,44.0,48.0,57.0,65.85714285714286,52.51802411690712
2024-05-08,3A,PT,25,2,5,0,2,9,40.0,39.0,37.0,19.0,43.0,26.0,71.14285714285714,46.674149060024185
2024-05-08,3A,OS,6,2,5,0,2,7,2.0,2.0,4.0,2.0,2.0,2.0,70.28571428571429,48.06146857833133
2024-05-08,3A,HP,2,2,5,0,2,5,2.0,2.0,2.0,2.0,4.0,4.0,52.142857142857146,46.13541145885021
2024-05-08,3A,GN,610,2,5,0,2,3,639.0,548.0,628.0,546.0,638.0,642.0,133.57142857142858,227.47663406956784
2024-05-08,2A,TQ,39,2,5,0,1,11,41.0,42.0,51.0,42.0,42.0,36.0,120.14285714285714,230.1372261437595
2024-05-08,2A,SS,39,2,5,0,1,10,24.0,21.0,25.0,31.0,34.0,32.0,113.28571428571428,232.5135940726316
2024-05-08,2A,PT,10,2,5,0,1,9,9.0,9.0,9.0,6.0,12.0,5.0,108.14285714285714,234.6638933818834
2024-05-08,2A,GN,182,2,5,0,1,3,193.0,156.0,207.0,205.0,207.0,199.0,130.0,234.38429981549749
2024-05-08,1A,GN,48,2,5,0,0,3,39.0,47.0,29.0,46.0,50.0,49.0,135.28571428571428,231.4150054812906
2024-05-09,3A,TQ,149,3,5,0,2,11,145.0,129.0,131.0,119.0,133.0,108.0,155.71428571428572,223.8769857799272
2024-05-09,SL,GN,992,3,5,0,3,3,1029.0,1032.0,1058.0,1063.0,1003.0,976.0,211.42857142857144,366.9831318298157
2024-05-09,SL,HP,5,3,5,0,3,5,8.0,3.0,4.0,2.0,4.0,3.0,206.7142857142857,369.73896841137207
2024-05-09,SL,TQ,141,3,5,0,3,11,149.0,135.0,147.0,140.0,141.0,157.0,224.57142857142856,362.3892277385645
2024-05-09,SL,PT,72,3,5,0,3,9,72.0,72.0,72.0,72.0,72.0,44.0,233.57142857142856,356.88366785404054
2024-05-09,SL,SS,81,3,5,0,3,10,106.0,69.0,68.0,79.0,88.0,82.0,221.1428571428572,360.0330672643977
2024-05-09,3A,SS,54,3,5,0,2,10,59.0,45.0,51.0,54.0,54.0,55.0,224.0,358.4224695337437
2024-05-09,SL,LD,12,3,5,0,3,6,12.0,8.0,8.0,8.0,4.0,8.0,205.0,366.7369629584681
2024-05-09,3A,PT,23,3,5,0,2,9,25.0,40.0,39.0,31.0,26.0,11.0,61.57142857142857,52.27764704874854
2024-05-09,3A,OS,2,3,5,0,2,7,6.0,2.0,2.0,2.0,4.0,2.0,61.285714285714285,52.62355076616592
2024-05-09,3A,HP,4,3,5,0,2,5,2.0,2.0,2.0,2.0,2.0,1.0,40.285714285714285,39.4745246360142
2024-05-09,3A,GN,556,3,5,0,2,3,610.0,639.0,548.0,555.0,586.0,603.0,117.14285714285714,220.4423042970893
2024-05-09,2A,TQ,34,3,5,0,1,11,39.0,41.0,42.0,37.0,44.0,35.0,107.57142857142856,222.45213503347955
2024-05-09,2A,SS,21,3,5,0,1,10,39.0,24.0,21.0,25.0,32.0,23.0,104.71428571428572,223.3067503724548
2024-05-09,2A,PT,6,3,5,0,1,9,10.0,9.0,9.0,6.0,6.0,5.0,104.42857142857144,223.44638219109024
2024-05-09,2A,OS,2,3,5,0,1,7,1.0,2.0,2.0,3.0,1.0,2.0,101.0,225.04666182816635
2024-05-09,2A,GN,223,3,5,0,1,3,182.0,193.0,156.0,154.0,197.0,180.0,126.14285714285714,222.48103182925624
2024-05-09,1A,GN,40,3,5,0,0,3,48.0,39.0,47.0,38.0,33.0,57.0,132.71428571428572,218.85285337087203
2024-05-10,SL,TQ,156,4,5,0,3,11,141.0,149.0,135.0,150.0,156.0,152.0,65.71428571428571,68.5850184946094
2024-05-10,SL,SS,82,4,5,0,3,10,81.0,106.0,69.0,91.0,100.0,70.0,71.71428571428571,67.68976851715404
2024-05-10,SL,PT,72,4,5,0,3,9,72.0,72.0,72.0,72.0,72.0,47.0,76.42857142857143,66.1635779535854
2024-05-10,SL,LD,7,4,5,0,3,6,12.0,12.0,8.0,7.0,11.0,12.0,76.71428571428571,65.83239902894232
2024-05-10,SL,HP,3,4,5,0,3,5,5.0,8.0,3.0,4.0,6.0,3.0,77.28571428571429,65.0787069266071
2024-05-10,SL,GN,958,4,5,0,3,3,992.0,1029.0,1032.0,1070.0,1079.0,1029.0,193.0,355.2979969921974
2024-05-10,3A,SS,39,4,5,0,2,10,54.0,59.0,45.0,55.0,60.0,52.0,193.8571428571429,354.8968998509432
2024-05-10,3A,TQ,115,4,5,0,2,11,149.0,145.0,129.0,140.0,140.0,113.0,195.0,354.71115009258006
2024-05-10,3A,HP,1,4,5,0,2,5,4.0,2.0,2.0,6.0,2.0,2.0,184.0,359.9902776464955
2024-05-10,1A,GN,36,4,5,0,0,3,40.0,48.0,39.0,51.0,46.0,57.0,179.42857142857142,361.8479686013911
2024-05-10,2A,GN,203,4,5,0,1,3,223.0,182.0,193.0,187.0,192.0,184.0,209.57142857142856,354.28559907832346
2024-05-10,2A,PT,9,4,5,0,1,9,6.0,10.0,9.0,7.0,7.0,1.0,209.7142857142857,354.18955108139335
2024-05-10,3A,PT,49,4,5,0,2,9,23.0,25.0,40.0,24.0,24.0,10.0,71.28571428571429,83.1218268280917
2024-05-10,2A,TQ,40,4,5,0,1,11,34.0,39.0,41.0,34.0,42.0,34.0,68.42857142857143,84.1523561620245
2024-05-10,3A,GN,624,4,5,0,2,3,556.0,610.0,639.0,608.0,608.0,604.0,126.57142857142856,204.14852203143693
2024-05-10,2A,SS,28,4,5,0,1,10,21.0,39.0,24.0,30.0,24.0,34.0,129.0,202.54217667768447
2024-05-11,SL,TQ,166,5,5,1,3,11,156.0,141.0,149.0,141.0,182.0,143.0,145.57142857142858,198.7568507354821
2024-05-11,3A,SS,43,5,5,1,2,10,39.0,54.0,59.0,53.0,60.0,50.0,119.28571428571428,198.97714633069253
2024-05-11,SL,PT,72,5,5,1,3,9,72.0,72.0,72.0,72.0,72.0,40.0,128.71428571428572,194.22127782996847
2024-05-11,SL,OS,3,5,5,1,3,7,2.0,2.0,2.0,2.0,2.0,2.0,125.71428571428572,196.277621653376
2024-05-11,SL,LD,9,5,5,1,3,6,7.0,12.0,12.0,8.0,7.0,4.0,121.85714285714286,198.63150855409936
2024-05-11,SL,HP,5,5,5,1,3,5,3.0,5.0,8.0,2.0,5.0,3.0,42.85714285714285,55.80749224322334
2024-05-11,SL,GN,1122,5,5,1,3,3,958.0,992.0,1029.0,1002.0,1108.0,979.0,176.71428571428572,348.87233304162385
2024-05-11,3A,TQ,130,5,5,1,2,11,115.0,149.0,145.0,136.0,117.0,106.0,170.85714285714286,349.621427914743
2024-05-11,SL,SS,63,5,5,1,3,10,82.0,81.0,106.0,85.0,84.0,67.0,177.0,347.2885447770114
2024-05-11,3A,PT,51,5,5,1,2,9,49.0,23.0,25.0,48.0,42.0,25.0,173.71428571428572,348.5540198619228
2024-05-11,3A,LD,1,5,5,1,2,6,1.0,1.0,1.0,1.0,1.0,2.0,173.57142857142858,348.63632299903384
2024-05-11,3A,HP,2,5,5,1,2,5,1.0,4.0,2.0,4.0,2.0,3.0,172.71428571428572,349.1211414803927
2024-05-11,3A,HO,4,5,5,1,2,4,1.0,2.0,2.0,2.0,3.0,2.0,172.42857142857142,349.2839614329388
2024-05-11,3A,GN,587,5,5,1,2,3,624.0,556.0,610.0,620.0,585.0,607.0,124.71428571428572,224.6676911097198
2024-05-11,2A,TQ,41,5,5,1,1,11,40.0,34.0,39.0,37.0,44.0,31.0,114.0,226.98458097412933
2024-05-11,2A,SS,21,5,5,1,1,10,28.0,21.0,39.0,35.0,31.0,22.0,106.28571428571428,229.1605800057517
2024-05-11,2A,PT,16,5,5,1,1,9,9.0,6.0,10.0,15.0,8.0,5.0,100.57142857142856,231.31569851817991
2024-05-11,2A,GN,207,5,5,1,1,3,203.0,223.0,182.0,185.0,191.0,216.0,129.42857142857142,229.41582126701744
2024-05-11,1A,GN,54,5,5,1,0,3,36.0,40.0,48.0,55.0,43.0,41.0,134.42857142857142,226.51332348073203
2024-05-11,3A,OS,2,5,5,1,2,7,2.0,6.0,2.0,2.0,1.0,2.0,134.57142857142858,226.4154420108165
2024-05-12,3A,TQ,116,6,5,1,2,11,130.0,115.0,149.0,148.0,152.0,105.0,64.0,74.38861920124523
2024-05-12,SL,GN,1148,6,5,1,3,3,1122.0,958.0,992.0,1037.0,1106.0,1024.0,218.57142857142856,405.1221450142577
2024-05-12,SL,HP,3,6,5,1,3,5,5.0,3.0,5.0,5.0,3.0,4.0,215.28571428571428,407.0142152659687
2024-05-12,SL,LD,6,6,5,1,3,6,9.0,7.0,12.0,2.0,6.0,5.0,215.28571428571428,407.0142152659687
2024-05-12,3A,SS,54,6,5,1,2,10,43.0,39.0,54.0,50.0,48.0,46.0,192.42857142857144,412.277761201054
2024-05-12,SL,PT,72,6,5,1,3,9,72.0,72.0,72.0,72.0,72.0,52.0,197.57142857142856,410.2206142808444
2024-05-12,SL,SS,71,6,5,1,3,10,63.0,82.0,81.0,86.0,82.0,66.0,206.28571428571428,405.9998827116895
2024-05-12,SL,TQ,169,6,5,1,3,11,166.0,156.0,141.0,162.0,147.0,163.0,211.42857142857144,405.09951746159845
2024-05-12,SL,OS,2,6,5,1,3,7,3.0,2.0,2.0,2.0,4.0,2.0,51.57142857142857,57.81538763703237
2024-05-12,3A,PT,57,6,5,1,2,9,51.0,49.0,23.0,37.0,43.0,12.0,58.142857142857146,54.136951556314806
2024-05-12,2A,GN,194,6,5,1,1,3,207.0,203.0,223.0,207.0,217.0,179.0,86.42857142857143,72.7183084302266
2024-05-12,3A,HP,2,6,5,1,2,5,2.0,1.0,4.0,2.0,2.0,2.0,80.57142857142857,78.24077611846808
2024-05-12,3A,OS,4,6,5,1,2,7,2.0,2.0,6.0,2.0,3.0,3.0,70.57142857142857,83.79510157294561
2024-05-12,2A,PT,12,6,5,1,1,9,16.0,9.0,6.0,9.0,14.0,3.0,63.85714285714285,86.34702961776256
2024-05-12,2A,SS,37,6,5,1,1,10,21.0,28.0,21.0,25.0,30.0,34.0,43.142857142857146,74.31336481735624
2024-05-12,1A,GN,49,6,5,1,0,3,54.0,36.0,40.0,29.0,55.0,52.0,50.42857142857143,72.1915441559489
2024-05-12,3A,FT,1,6,5,1,2,2,1.0,2.0,1.0,1.0,2.0,1.0,43.285714285714285,74.56029838486019
2024-05-12,3A,GN,669,6,5,1,2,3,587.0,624.0,556.0,628.0,696.0,650.0,97.57142857142856,216.6216803114442
2024-05-12,3A,HO,1,6,5,1,2,4,4.0,1.0,2.0,1.0,3.0,3.0,97.85714285714286,216.47588670290887
2024-05-12,2A,TQ,43,6,5,1,1,11,41.0,40.0,34.0,51.0,47.0,29.0,103.42857142857144,214.08631992949367
2024-05-13,3A,TQ,129,0,5,0,2,11,116.0,130.0,115.0,131.0,126.0,134.0,117.71428571428572,210.5878393811932
2024-05-13,SL,SS,73,0,5,0,3,10,71.0,63.0,82.0,68.0,78.0,75.0,124.85714285714286,207.58727367176743
2024-05-13,SL,PT,72,0,5,0,3,9,72.0,72.0,72.0,72.0,72.0,46.0,127.42857142857144,206.6727341659275
2024-05-13,SL,LD,5,0,5,0,3,6,6.0,9.0,7.0,8.0,12.0,11.0,128.14285714285714,206.17098775161665
2024-05-13,SL,HP,3,0,5,0,3,5,3.0,5.0,3.0,4.0,4.0,3.0,44.71428571428572,43.64139581375369
2024-05-13,SL,GN,1055,0,5,0,3,3,1148.0,1122.0,958.0,1058.0,1065.0,1057.0,208.1428571428572,416.342578722311
2024-05-13,SL,FT,1,0,5,0,3,2,1.0,1.0,3.0,1.0,1.0,2.0,202.42857142857144,419.2830615637681
2024-05-13,3A,SS,50,0,5,0,2,10,54.0,43.0,39.0,51.0,51.0,36.0,193.57142857142856,422.0587862462052
2024-05-13,SL,TQ,161,0,5,0,3,11,169.0,166.0,156.0,147.0,152.0,189.0,207.57142857142856,418.9291336820822
2024-05-13,3A,OS,2,0,5,0,2,7,4.0,2.0,2.0,4.0,2.0,4.0,197.8571428571429,423.3617163338505
2024-05-13,1A,GN,42,0,5,0,0,3,49.0,54.0,36.0,47.0,36.0,56.0,204.0,420.4156673262001
2024-05-13,2A,GN,200,0,5,0,1,3,194.0,207.0,203.0,156.0,162.0,225.0,231.28571428571428,411.2953984205337
2024-05-13,2A,OS,2,0,5,0,1,7,2.0,1.0,2.0,4.0,2.0,2.0,67.57142857142857,81.21341667249433
2024-05-13,3A,PT,66,0,5,0,2,9,57.0,51.0,49.0,39.0,25.0,24.0,75.57142857142857,76.16398348926805
2024-05-13,2A,SS,20,0,5,0,1,10,37.0,21.0,28.0,21.0,30.0,18.0,73.14285714285714,77.2300213031002
2024-05-13,2A,TQ,34,0,5,0,1,11,43.0,41.0,40.0,42.0,31.0,45.0,55.142857142857146,64.85735263235274
2024-05-13,3A,GN,623,0,5,0,2,3,669.0,587.0,624.0,548.0,600.0,672.0,150.14285714285714,236.7378497913049
2024-05-13,2A,PT,21,0,5,0,1,9,12.0,16.0,9.0,9.0,7.0,3.0,144.85714285714286,239.76615591824145
2024-05-14,3A,SS,59,1,5,0,2,10,50.0,54.0,43.0,45.0,63.0,59.0,124.28571428571428,241.0212399255284
2024-05-14,SL,SS,86,1,5,0,3,10,73.0,71.0,63.0,69.0,99.0,78.0,134.42857142857142,236.4683609159726
2024-05-14,SL,PT,72,1,5,0,3,9,72.0,72.0,72.0,72.0,72.0,70.0,136.57142857142858,235.71653678579
2024-05-14,SL,OS,1,1,5,0,3,7,2.0,3.0,2.0,6.0,6.0,4.0,131.57142857142858,238.53501290366864
2024-05-14,SL,LD,9,1,5,0,3,6,5.0,6.0,9.0,8.0,6.0,6.0,126.14285714285714,241.3030104601761
2024-05-14,SL,HP,6,1,5,0,3,5,3.0,3.0,5.0,3.0,3.0,7.0,31.0,32.832910318782744
2024-05-14,SL,GN,1158,1,5,0,3,3,1055.0,1148.0,1122.0,1032.0,1178.0,1127.0,180.0,387.1425232822328
2024-05-14,3A,TQ,111,1,5,0,2,11,129.0,116.0,130.0,129.0,141.0,157.0,191.28571428571428,383.85879100076926
2024-05-14,SL,TQ,162,1,5,0,3,11,161.0,169.0,166.0,135.0,150.0,174.0,203.8571428571429,380.7678332752698
2024-05-14,3A,PT,50,1,5,0,2,9,66.0,57.0,51.0,40.0,26.0,33.0,203.0,381.1207157843834
2024-05-14,3A,HP,2,1,5,0,2,5,2.0,2.0,1.0,2.0,6.0,2.0,203.0,381.1207157843834
2024-05-14,3A,GN,668,1,5,0,2,3,623.0,669.0,587.0,639.0,611.0,683.0,291.2857142857143,398.7801041032163
2024-05-14,2A,TQ,45,1,5,0,1,11,34.0,43.0,41.0,41.0,43.0,52.0,295.7142857142857,395.20109407984353
2024-05-14,2A,SS,27,1,5,0,1,10,20.0,37.0,21.0,24.0,27.0,41.0,147.85714285714286,217.39934726322687
2024-05-14,2A,PT,11,1,5,0,1,9,21.0,12.0,16.0,9.0,5.0,4.0,132.42857142857142,222.72767912322888
2024-05-14,2A,GN,185,1,5,0,1,3,200.0,194.0,207.0,193.0,204.0,213.0,138.0,224.0453823075456
2024-05-14,1A,GN,51,1,5,0,0,3,42.0,49.0,54.0,39.0,46.0,48.0,134.57142857142858,225.50968725892903
2024-05-14,3A,OS,2,1,5,0,2,7,2.0,4.0,2.0,2.0,4.0,2.0,134.57142857142858,225.50968725892903
2024-05-15,3A,TQ,135,2,5,0,2,11,111.0,129.0,116.0,145.0,149.0,128.0,61.42857142857143,70.32272544694806
2024-05-15,SL,FT,6,2,5,0,3,2,1.0,1.0,1.0,2.0,1.0,1.0,56.71428571428572,73.50218655640498
2024-05-15,SL,GN,1076,2,5,0,3,3,1158.0,1055.0,1148.0,1029.0,1005.0,1045.0,219.28571428571428,420.0974943532816
2024-05-15,SL,SS,65,2,5,0,3,10,86.0,73.0,71.0,106.0,89.0,84.0,228.57142857142856,415.6793063339651
2024-05-15,SL,TQ,157,2,5,0,3,11,162.0,161.0,169.0,149.0,160.0,144.0,223.1428571428572,416.3621935172271
2024-05-15,SL,PT,72,2,5,0,3,9,72.0,72.0,72.0,72.0,72.0,64.0,227.42857142857144,414.33635979433393
2024-05-15,3A,SS,53,2,5,0,2,10,59.0,50.0,54.0,59.0,44.0,48.0,235.57142857142856,409.7018660533775
2024-05-15,SL,HP,2,2,5,0,3,5,6.0,3.0,3.0,8.0,5.0,6.0,220.57142857142856,416.88202053772926
2024-05-15,3A,PT,41,2,5,0,2,9,50.0,66.0,57.0,25.0,19.0,19.0,227.57142857142856,412.9737106817895
2024-05-15,SL,LD,6,2,5,0,3,6,9.0,5.0,6.0,12.0,10.0,3.0,63.42857142857143,52.85154410503788
2024-05-15,3A,HP,2,2,5,0,2,5,2.0,2.0,2.0,2.0,2.0,3.0,51.42857142857143,56.29640942623955
2024-05-15,1A,GN,42,2,5,0,0,3,51.0,42.0,49.0,48.0,46.0,47.0,35.57142857142857,28.953164149827064
2024-05-15,2A,GN,207,2,5,0,1,3,185.0,200.0,194.0,182.0,205.0,152.0,51.71428571428572,63.51827633502429
2024-05-15,2A,PT,13,2,5,0,1,9,11.0,21.0,12.0,10.0,6.0,8.0,44.85714285714285,65.17010708249566
2024-05-15,3A,OS,4,2,5,0,2,7,2.0,2.0,4.0,2.0,2.0,2.0,44.285714285714285,65.58382495127279
2024-05-15,2A,TQ,51,2,5,0,1,11,45.0,34.0,43.0,39.0,42.0,39.0,43.57142857142857,65.53842929371143
2024-05-15,3A,FT,2,2,5,0,2,2,1.0,1.0,2.0,2.0,2.0,1.0,42.42857142857143,66.3070060221403
2024-05-15,3A,GN,617,2,5,0,2,3,668.0,623.0,669.0,610.0,546.0,558.0,137.57142857142858,242.45952043097816
2024-05-15,2A,SS,20,2,5,0,1,10,27.0,20.0,37.0,39.0,31.0,42.0,134.14285714285714,244.052199724725
2024-05-16,SL,TQ,154,3,5,0,3,11,157.0,162.0,161.0,141.0,140.0,142.0,130.14285714285714,243.30805478613
2024-05-16,SL,SS,88,3,5,0,3,10,65.0,86.0,73.0,81.0,79.0,84.0,137.85714285714286,239.7307020884276
2024-05-16,SL,PT,72,3,5,0,3,9,72.0,72.0,72.0,72.0,72.0,72.0,147.85714285714286,234.52251389538355
2024-05-16,SL,OS,2,3,5,0,3,7,1.0,2.0,3.0,6.0,2.0,2.0,141.57142857142858,238.29803268376608
2024-05-16,SL,LD,9,3,5,0,3,6,6.0,9.0,5.0,12.0,8.0,6.0,142.28571428571428,237.8134523008296
2024-05-16,SL,HP,3,3,5,0,3,5,2.0,6.0,3.0,5.0,2.0,4.0,47.142857142857146,56.672828796616415
2024-05-16,SL,GN,953,3,5,0,3,3,1076.0,1158.0,1055.0,992.0,1063.0,1054.0,197.0,391.6231181463467
2024-05-16,3A,TQ,107,3,5,0,2,11,135.0,111.0,129.0,149.0,119.0,129.0,193.8571428571429,392.0856320462962
2024-05-16,3A,SS,60,3,5,0,2,10,53.0,59.0,50.0,54.0,54.0,57.0,192.1428571428572,392.7685614419051
2024-05-16,SL,FT,2,3,5,0,3,2,6.0,1.0,1.0,1.0,1.0,6.0,182.7142857142857,396.90373068109625
2024-05-16,3A,OS,2,3,5,0,2,7,4.0,2.0,2.0,6.0,2.0,4.0,183.1428571428572,396.67637042952737
2024-05-16,3A,PT,60,3,5,0,2,9,41.0,50.0,66.0,23.0,31.0,23.0,188.1428571428572,394.2847653542765
2024-05-16,2A,GN,173,3,5,0,1,3,207.0,185.0,200.0,223.0,154.0,176.0,217.42857142857144,385.67380739983673
2024-05-16,2A,PT,14,3,5,0,1,9,13.0,11.0,21.0,6.0,6.0,3.0,65.57142857142857,77.12296921769388
2024-05-16,2A,SS,24,3,5,0,1,10,20.0,27.0,20.0,21.0,25.0,29.0,49.142857142857146,71.94309920910092
2024-05-16,1A,GN,51,3,5,0,0,3,42.0,51.0,42.0,40.0,38.0,51.0,47.57142857142857,71.96493855311347
2024-05-16,3A,GN,572,3,5,0,2,3,617.0,668.0,623.0,556.0,555.0,608.0,134.85714285714286,223.70473737453648
2024-05-16,3A,HP,1,3,5,0,2,5,2.0,2.0,2.0,2.0,2.0,2.0,134.57142857142858,223.9009134586545
2024-05-16,3A,LD,6,3,5,0,2,6,1.0,1.0,1.0,1.0,1.0,1.0,128.85714285714286,227.1735229374461
2024-05-16,2A,TQ,41,3,5,0,1,11,51.0,45.0,34.0,34.0,37.0,37.0,106.57142857142856,225.8781804003061
2024-05-17,SL,FT,1,4,5,0,3,2,2.0,6.0,1.0,1.0,1.0,2.0,105.0,226.67450966823367
2024-05-17,SL,TQ,146,4,5,0,3,11,154.0,157.0,162.0,156.0,150.0,141.0,124.14285714285714,223.94153148491765
2024-05-17,SL,SS,82,4,5,0,3,10,88.0,65.0,86.0,82.0,91.0,79.0,130.71428571428572,221.79398420284588
2024-05-17,SL,PT,72,4,5,0,3,9,72.0,72.0,72.0,72.0,72.0,63.0,52.85714285714285,57.29580720969478
2024-05-17,SL,OS,2,4,5,0,3,7,2.0,1.0,2.0,2.0,2.0,1.0,52.85714285714285,57.29580720969478
2024-05-17,SL,LD,5,4,5,0,3,6,9.0,6.0,9.0,7.0,7.0,5.0,54.0,56.15751656428241
2024-05-17,SL,HP,4,4,5,0,3,5,3.0,2.0,6.0,3.0,4.0,4.0,47.142857142857146,59.42061530992864
